biggest_ride_distance,biggest_climb_elevation_gain,recent_ride_totals,all_ride_totals,recent_run_totals,all_run_totals,recent_swim_totals,all_swim_totals,ytd_ride_totals,ytd_run_totals,ytd_swim_totals
69606.6,231.89999999999998,"{'count': 0, 'distance': 0.0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 26, 'distance': 630143, 'moving_time': 106646, 'elapsed_time': 115255, 'elevation_gain': 1029}","{'count': 17, 'distance': 150570.7901611328, 'moving_time': 43998, 'elapsed_time': 55564, 'elevation_gain': 243.9286117553711, 'achievement_count': 6}","{'count': 525, 'distance': 3847437, 'moving_time': 1145135, 'elapsed_time': 1354115, 'elevation_gain': 6919}","{'count': 0, 'distance': 0.0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 2, 'distance': 434, 'moving_time': 830, 'elapsed_time': 830, 'elevation_gain': 0}","{'count': 6, 'distance': 0, 'moving_time': 16660, 'elapsed_time': 16660, 'elevation_gain': 0}","{'count': 77, 'distance': 500660, 'moving_time': 149770, 'elapsed_time': 197779, 'elevation_gain': 772}","{'count': 0, 'distance': 0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0}"
