biggest_ride_distance,biggest_climb_elevation_gain,recent_ride_totals,all_ride_totals,recent_run_totals,all_run_totals,recent_swim_totals,all_swim_totals,ytd_ride_totals,ytd_run_totals,ytd_swim_totals
119896.0,232.04999999999998,"{'count': 4, 'distance': 0.0, 'moving_time': 11700, 'elapsed_time': 11700, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 26, 'distance': 630143, 'moving_time': 106646, 'elapsed_time': 115255, 'elevation_gain': 1029}","{'count': 13, 'distance': 61438.500732421875, 'moving_time': 18196, 'elapsed_time': 23953, 'elevation_gain': 6.671111106872559, 'achievement_count': 2}","{'count': 501, 'distance': 3673323, 'moving_time': 1092639, 'elapsed_time': 1287108, 'elevation_gain': 6654}","{'count': 0, 'distance': 0.0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 2, 'distance': 434, 'moving_time': 830, 'elapsed_time': 830, 'elevation_gain': 0}","{'count': 6, 'distance': 0, 'moving_time': 16660, 'elapsed_time': 16660, 'elevation_gain': 0}","{'count': 52, 'distance': 311951, 'moving_time': 93220, 'elapsed_time': 125848, 'elevation_gain': 497}","{'count': 0, 'distance': 0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0}"
