name,type,start_date,athlete_count,average_cadence,average_heartrate,average_speed,distance,elapsed_time,has_heartrate,max_heartrate,max_speed,moving_time,sport_type,total_elevation_gain,kudos_count,achievement_count,pr_count
Morning Run,Run,2023-07-08T17:44:01Z,1,85.1,,2.858,4812.9,1684,False,,4.422,1684,Run,114.0,0,1,0
Evening Run,Run,2023-07-08T01:38:09Z,1,85.5,,2.958,4845.4,2234,False,,4.878,1638,Run,114.2,0,1,0
Morning Run,Run,2023-07-05T14:37:04Z,2,86.6,,3.083,9749.5,3165,False,,5.037,3162,Run,131.3,0,9,7
Morning Run,Run,2023-07-04T14:59:56Z,39,86.7,,3.906,5066.3,1301,False,,5.34,1297,Run,9.6,0,5,4
Morning Run,Run,2023-07-03T14:37:52Z,1,87.6,,2.857,8400.8,3009,False,,3.698,2940,Run,24.1,0,1,0
Evening Run,Run,2023-07-03T01:00:14Z,1,85.8,,2.864,4828.0,1686,False,,3.812,1686,Run,114.4,0,0,0
Evening Run,Run,2023-07-02T01:37:25Z,1,86.2,,3.128,4786.1,1537,False,,5.648,1530,Run,114.3,0,3,1
Morning Run,Run,2023-06-30T15:11:42Z,1,84.6,,2.506,3713.8,1793,False,,4.193,1482,Run,108.0,0,0,0
Morning Run,Run,2023-06-29T15:10:02Z,1,83.6,,2.518,2724.0,2154,False,,3.203,1082,Run,10.0,0,0,0
Evening Run,Run,2023-06-29T02:00:15Z,1,87.3,,3.08,4795.8,1561,False,,4.886,1557,Run,114.1,0,6,3
Morning Run,Run,2023-06-27T15:10:19Z,1,87.1,,2.73,6398.6,2567,False,,3.386,2344,Run,86.9,0,2,0
Evening Run,Run,2023-06-25T01:14:57Z,1,87.8,,3.125,16110.7,5246,False,,5.06,5155,Run,243.2,0,14,6
Morning Run,Run,2023-06-22T14:46:16Z,1,83.3,,2.448,4463.6,2932,False,,5.146,1823,Run,112.1,0,0,0
Evening Run,Run,2023-06-22T01:39:01Z,1,86.9,,3.093,6820.5,2205,False,,4.705,2205,Run,160.4,0,2,1
Morning Run,Run,2023-06-20T15:45:26Z,1,87.1,,2.865,6711.5,2612,False,,4.686,2343,Run,168.1,0,1,0
Morning Run,Run,2023-06-19T14:51:46Z,1,87.0,,2.742,4847.4,1768,False,,7.366,1768,Run,123.0,0,0,0
Morning Run,Run,2023-06-18T15:45:05Z,1,86.9,,2.639,4779.9,1817,False,,4.193,1811,Run,115.2,0,0,0
Afternoon Run,Run,2023-06-17T23:58:10Z,1,86.4,,3.201,4807.8,1508,False,,4.637,1502,Run,114.5,0,7,2
Morning Run,Run,2023-06-15T14:43:04Z,1,87.6,,3.125,5591.4,2047,False,,5.516,1789,Run,83.0,0,5,2
