biggest_ride_distance,biggest_climb_elevation_gain,recent_ride_totals,all_ride_totals,recent_run_totals,all_run_totals,recent_swim_totals,all_swim_totals,ytd_ride_totals,ytd_run_totals,ytd_swim_totals
19312.2,,"{'count': 0, 'distance': 0.0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 3, 'distance': 19312, 'moving_time': 7835, 'elapsed_time': 7835, 'elevation_gain': 0}","{'count': 10, 'distance': 77239.06970214844, 'moving_time': 22991, 'elapsed_time': 31444, 'elevation_gain': 476.7999687194824, 'achievement_count': 27}","{'count': 60, 'distance': 535141, 'moving_time': 179878, 'elapsed_time': 229925, 'elevation_gain': 2311}","{'count': 0, 'distance': 0.0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 0, 'distance': 0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0}","{'count': 1, 'distance': 19312, 'moving_time': 2103, 'elapsed_time': 2103, 'elevation_gain': 0}","{'count': 28, 'distance': 215522, 'moving_time': 67180, 'elapsed_time': 93410, 'elevation_gain': 928}","{'count': 0, 'distance': 0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0}"
