biggest_ride_distance,biggest_climb_elevation_gain,recent_ride_totals,all_ride_totals,recent_run_totals,all_run_totals,recent_swim_totals,all_swim_totals,ytd_ride_totals,ytd_run_totals,ytd_swim_totals
161679.0,232.04999999999998,"{'count': 3, 'distance': 0.0, 'moving_time': 5352, 'elapsed_time': 5352, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 39, 'distance': 404828, 'moving_time': 160522, 'elapsed_time': 177612, 'elevation_gain': 1378}","{'count': 13, 'distance': 83424.48937225342, 'moving_time': 28709, 'elapsed_time': 33644, 'elevation_gain': 41.589524269104004, 'achievement_count': 4}","{'count': 421, 'distance': 3168121, 'moving_time': 1005876, 'elapsed_time': 1188244, 'elevation_gain': 8581}","{'count': 0, 'distance': 0.0, 'moving_time': 0, 'elapsed_time': 0, 'elevation_gain': 0.0, 'achievement_count': 0}","{'count': 9, 'distance': 17929, 'moving_time': 32312, 'elapsed_time': 36357, 'elevation_gain': 4}","{'count': 6, 'distance': 0, 'moving_time': 17929, 'elapsed_time': 17929, 'elevation_gain': 0}","{'count': 56, 'distance': 430807, 'moving_time': 148498, 'elapsed_time': 197380, 'elevation_gain': 1471}","{'count': 1, 'distance': 1440, 'moving_time': 2643, 'elapsed_time': 2651, 'elevation_gain': 0}"
